"application_id","gender","age_group","ethnicity","postcode","annual_income","credit_score","employment_years","debt_to_income_ratio","loan_amount","loan_purpose","previous_defaults","education_level","marital_status","occupation_category","loan_approved"
1184,"Male","26-35","Caucasian","Rural",38683,696,4,0.18,59585,"Home",0,"Master","Single","Professional","YES"
1185,"Male",NA,"Other","Urban_Center",64585,553,9,0.17,72634,"Home",0,"Bachelor","Single","Manual","YES"
1186,"Female","51-65","Other","Suburban",58267,639,9,0.18,86780,"Personal",1,"High_School","Married","Service","NO"
1187,"Female","36-50","Hispanic","Suburban",87329,648,9,0.63,51692,"Business",0,"Bachelor","Married","Service","NO"
1188,"Male","26-35","Caucasian","Suburban",41967,607,6,0.43,84628,"Car",1,"Bachelor","Married","Professional","YES"
1189,"Male","51-65","Other","Rural",25000,451,6,0.11,26496,"Business",0,"Bachelor","Married","Professional","YES"
1190,"Male","18-25","Hispanic","Low_Income_Area",74354,599,35,0.62,65811,"Personal",0,"Bachelor","Divorced","Professional","NO"
1191,"Female","51-65","Asian","Low_Income_Area",83839,699,2,0.63,52634,"Personal",0,"Bachelor","Married","Service","NO"
1192,"Male","51-65","Caucasian","Urban_Center",74058,747,39,0.53,28740,"Home",0,"Master","Divorced","Professional","YES"
1193,"Female",NA,"Caucasian","Urban_Center",92056,765,27,0.53,85082,"Education",1,"Master","Married","Professional","YES"
1194,"Male","65+","African_American","Rural",83039,721,32,0.73,45974,"Home",0,"Master","Married","Service","NO"
1195,"Female","65+","Caucasian","Rural",46394,630,22,0.27,63181,"Home",1,"Master","Married","Service","NO"
1196,"Female","18-25","Hispanic","Urban_Center",83610,615,2,0.51,10862,"Personal",0,"High_School","Married","Service","NO"
1197,"Male","36-50","Caucasian","Urban_Center",53224,592,20,0.3,44985,"Home",0,"Master","Widowed","Professional","NO"
1198,"Female","26-35","Asian","Low_Income_Area",87102,744,8,0.78,5345,"Car",0,"Bachelor","Single","Professional","NO"
1199,"Non-binary","18-25","Hispanic","Urban_Center",84858,590,22,0.17,27746,"Car",0,"PhD","Married","Manual","NO"
1200,"Female","36-50","Asian","Urban_Center",64004,670,35,0.39,79075,"Business",0,"PhD","Widowed","Professional","YES"
1201,"Male","26-35","Asian","Urban_Center",86359,743,14,0.18,54498,"Business",0,"Bachelor","Married","Manual","YES"
1202,"Male","26-35","Caucasian","Suburban",59642,686,5,0.21,53171,"Home",0,"Bachelor","Married","Professional","NO"
1203,"Female","51-65","Caucasian","Rural",85220,669,38,0.35,43286,"Education",0,"High_School","Married","Professional","NO"
1204,"Male","26-35","Caucasian","Low_Income_Area",25000,608,8,0.52,87341,"Home",0,"Master","Married","Professional","NO"
1205,"Female","26-35","Caucasian","Urban_Center",43972,533,26,0.15,53819,"Car",0,"Master","Single","Unemployed","NO"
1206,"Non-binary",NA,"Caucasian","Low_Income_Area",67951,622,25,0.23,83803,"Car",2,"Bachelor","Single","Manual","NO"
1207,"Female","36-50","Hispanic","Suburban",54787,564,20,0.37,80384,"Home",0,"PhD","Married","Service","YES"
1208,"Female","51-65","Hispanic","Urban_Center",25000,664,38,0.63,22544,"Car",0,"Master","Divorced","Manual","YES"
1209,"Male","36-50","Caucasian","Rural",48295,653,6,0.3,85714,"Business",0,"High_School","Married","Unemployed","YES"
1210,"Male","51-65","African_American","Urban_Center",97279,616,2,0.14,17854,"Education",0,"High_School","Widowed","Service","NO"
1211,"Female","26-35","Other","Rural",40824,708,7,0.49,12558,"Business",1,"High_School","Single","Manual","NO"
1212,"Non-binary","36-50","Caucasian","Urban_Center",68339,795,37,0.53,81728,"Car",0,"Bachelor","Married","Service","YES"
1213,"Female","65+","African_American","Urban_Center",55122,656,9,0.58,72202,"Business",0,"High_School","Single","Professional","NO"
1214,"Male","51-65","Caucasian","Suburban",65366,704,19,0.62,6169,"Education",0,"Bachelor","Married","Professional","YES"
1215,"Female","18-25","Caucasian","Suburban",61453,547,27,0.52,38478,"Home",0,"High_School","Divorced","Unemployed","NO"
1216,"Male","26-35","Caucasian","Low_Income_Area",62282,640,22,0.71,76131,"Home",1,"Bachelor","Married","Professional","NO"
1217,"Female","65+","African_American","Low_Income_Area",62550,653,33,0.61,74321,"Business",0,"High_School","Married","Professional","NO"
1218,"Male","26-35","Hispanic","Urban_Center",25000,696,36,0.28,7361,"Home",0,"Master","Single","Unemployed","YES"
1219,"Female",NA,"Caucasian","Suburban",65011,688,11,0.49,6486,"Home",0,"High_School","Single","Service","YES"
1220,"Male","36-50","Asian","Rural",67567,667,31,0.37,9523,"Car",0,"Master","Widowed","Manual","YES"
1221,"Female","18-25","Caucasian","Suburban",73247,689,8,0.28,99509,"Education",1,"Master","Single","Service","NO"
1222,"Male","36-50","Caucasian","Urban_Center",92345,561,10,0.37,64193,"Education",0,"Master","Married","Manual","YES"
1223,"Female","18-25","Caucasian","Low_Income_Area",65735,669,9,0.39,50925,"Business",0,"High_School","Single","Professional","NO"
1224,"Male","51-65","Hispanic","Urban_Center",70415,487,11,0.48,31942,"Education",0,"High_School","Single","Service","YES"
1225,"Non-binary","51-65","Caucasian","Suburban",36447,741,6,0.74,44652,"Home",1,"Master","Single","Professional","NO"
1226,"Female","51-65","Caucasian","Low_Income_Area",66991,718,39,0.44,57903,"Home",0,"Bachelor","Divorced","Professional","NO"
1227,"Female","36-50","Caucasian","Suburban",33891,645,22,0.76,62670,"Business",0,"Bachelor","Single","Service","YES"
1228,"Female","51-65",NA,"Suburban",104970,819,4,0.6,65036,"Home",0,"Master","Single","Service","NO"
1229,"Male","36-50","Caucasian","Suburban",57860,595,36,0.57,22667,"Car",0,"Bachelor","Married","Manual","YES"
1230,"Male","51-65","Caucasian","Suburban",72043,777,22,0.24,20309,"Education",0,"Bachelor","Single","Unemployed","YES"
1231,"Female","36-50","Hispanic","Suburban",73827,720,0,0.2,53546,"Education",0,"Bachelor","Single","Service","NO"
1232,"Female","26-35","African_American","Urban_Center",38850,850,31,0.77,33305,"Home",1,"Master","Married","Service","NO"
1233,"Female","26-35","Other","Rural",74338,777,19,0.54,68432,"Personal",0,"High_School","Divorced","Manual","YES"
1234,"Male",NA,"Caucasian","Suburban",43542,726,13,0.13,59595,"Home",0,"Master","Single","Professional","YES"
1235,"Female","18-25","Caucasian","Rural",74170,708,36,0.72,40056,"Car",1,"Bachelor","Single","Professional","YES"
1236,"Female","26-35","Caucasian","Rural",52624,703,16,0.37,64403,"Car",0,"Master","Single","Manual","YES"
1237,"Female","18-25","Hispanic","Urban_Center",51401,736,9,0.19,83007,"Home",0,"High_School","Single","Service","NO"
1238,"Male","51-65","Caucasian","Urban_Center",73284,726,10,0.53,58513,"Personal",1,"Bachelor","Single","Professional","NO"
1239,"Male","26-35","Caucasian","Suburban",72329,770,18,0.71,35404,"Car",0,"Master","Married","Professional","YES"
1240,"Female","51-65","Caucasian","Suburban",60022,636,33,0.54,30900,"Car",0,"Bachelor","Divorced","Professional","YES"
1241,"Female","36-50","Asian","Suburban",50273,827,31,0.14,73345,"Car",1,"Bachelor","Single","Professional","YES"
1242,"Female","51-65","Caucasian","Urban_Center",68880,647,21,0.57,20592,"Car",0,"PhD","Single","Unemployed","NO"
1243,"Male","65+","African_American","Suburban",64025,519,26,0.39,42494,"Business",2,"High_School","Married","Professional","NO"
1244,"Female","65+","Caucasian","Urban_Center",84190,778,16,0.53,72487,"Car",0,"Bachelor","Single","Professional","YES"
1245,"Male","18-25","Asian","Suburban",52358,508,25,0.74,8530,"Home",0,"High_School","Single","Service","YES"
1246,"Female","18-25","African_American","Urban_Center",62539,654,11,0.56,46968,"Personal",0,"Bachelor","Widowed","Service","YES"
1247,"Male","65+","Caucasian","Urban_Center",110416,565,0,0.46,64148,"Home",0,"Bachelor","Divorced","Professional","YES"
1248,"Female","51-65","Caucasian","Suburban",39322,781,36,0.14,43077,"Home",0,"Master","Widowed","Manual","YES"
1249,"Female","26-35","African_American","Rural",71345,717,14,0.63,56920,"Business",0,"Bachelor","Married","Manual","NO"
1250,"Male","51-65","Caucasian","Suburban",73213,582,27,0.76,45917,"Home",1,"Bachelor","Married","Manual","NO"
1251,"Male","26-35","African_American","Suburban",56022,757,17,0.42,78431,"Education",0,"High_School","Married","Unemployed","NO"
1252,"Male","36-50","Caucasian","Urban_Center",50806,672,0,0.24,6110,"Home",1,"Master","Married","Manual","YES"
1253,"Male","51-65","Hispanic","Urban_Center",35856,720,34,0.25,94945,"Personal",0,"Bachelor","Married","Professional","YES"
1254,"Female","26-35","Caucasian","Rural",36648,741,36,0.43,62723,"Business",0,"Master","Married","Manual","NO"
1255,"Female","65+","Caucasian","Suburban",59720,599,25,0.73,53865,"Education",1,"Bachelor","Divorced","Professional","NO"
1256,"Male","36-50","Hispanic","Rural",90056,677,17,0.56,5027,"Home",0,"Bachelor","Married","Professional","YES"
1257,"Female","26-35","Asian","Urban_Center",66074,397,31,0.55,89625,"Home",1,"Bachelor","Single","Manual","NO"
1258,"Female","18-25","Caucasian","Suburban",95914,615,16,0.53,12432,"Home",1,"Bachelor","Single","Unemployed","NO"
1259,"Non-binary","18-25","Caucasian","Suburban",52955,735,32,0.32,53957,"Home",0,"Bachelor","Single","Unemployed","NO"
1260,"Male","26-35","Caucasian","Urban_Center",76572,752,4,0.77,34023,"Home",1,"Master","Single","Professional","NO"
1261,"Female","36-50","Caucasian","Rural",67488,709,3,0.17,33908,"Business",0,"PhD","Married","Professional","NO"
1262,"Male","36-50","Caucasian","Urban_Center",72253,675,26,0.35,64384,"Personal",0,"Master","Single","Manual","YES"
1263,"Female","26-35","Caucasian","Rural",69108,725,28,0.54,35080,"Home",0,"Bachelor","Divorced","Service","NO"
1264,"Female","51-65","Caucasian","Suburban",80555,557,15,0.15,90176,"Business",2,"Bachelor","Married","Professional","YES"
1265,"Male","36-50","Caucasian","Suburban",64845,583,28,0.34,84260,"Education",1,"Bachelor","Single","Professional","YES"
1266,"Female","65+","Caucasian","Suburban",84370,559,18,0.7,15145,"Personal",0,"Master","Widowed","Professional","NO"
1267,"Male","18-25","Caucasian","Rural",74804,685,4,0.64,53952,"Home",0,"High_School","Married","Professional","YES"
1268,"Male","36-50","Caucasian","Suburban",64809,656,40,0.66,95015,"Car",1,"Bachelor","Married","Service","YES"
1269,"Female","26-35","Hispanic","Suburban",62744,689,1,0.69,78950,"Business",0,"High_School","Married","Professional","NO"
1270,"Non-binary","26-35","Caucasian","Suburban",39467,689,25,0.2,14577,"Car",0,"Bachelor","Married","Professional","YES"
1271,"Female","26-35","Other","Urban_Center",52028,766,24,0.78,56734,"Business",0,"Bachelor","Married","Professional","YES"
1272,"Male","26-35","Caucasian","Rural",59734,824,36,0.22,35863,"Car",0,"Bachelor","Married","Manual","NO"
1273,"Female","65+","Hispanic","Rural",83713,519,27,0.45,21435,"Car",1,"Bachelor","Divorced","Professional","NO"
1274,"Male","36-50","Caucasian","Urban_Center",80826,693,6,0.6,45080,"Education",0,"Bachelor","Married","Professional","NO"
1275,"Male","18-25","Caucasian","Rural",48874,589,10,0.49,57069,"Personal",0,"Master","Divorced","Unemployed","YES"
1276,"Male","18-25","Caucasian","Rural",55474,791,38,0.68,78142,"Education",1,"High_School","Single","Professional","YES"
1277,"Male","36-50","African_American","Suburban",99743,720,34,0.34,22168,"Home",1,"High_School","Widowed","Manual","YES"
1278,"Male","36-50","Caucasian","Suburban",36750,769,34,0.37,81403,"Business",0,"Bachelor","Married","Professional","YES"
1279,"Female","51-65","Caucasian","Urban_Center",68587,526,3,0.27,7060,"Car",2,"Master","Single","Service","NO"
1280,"Female","26-35","Caucasian","Suburban",70553,658,4,0.54,63132,"Personal",0,"Bachelor","Married","Unemployed","YES"
1281,"Female","36-50","Caucasian","Suburban",54966,811,39,0.11,22629,"Home",1,"PhD","Married","Professional","YES"
1282,"Male","36-50","Caucasian","Suburban",37550,563,39,0.47,41974,"Education",0,"Bachelor","Divorced","Service","YES"
1283,"Male","26-35","African_American","Rural",57130,550,29,0.18,11668,"Education",0,"High_School","Married","Professional","YES"
1284,"Male","51-65","African_American","Rural",118770,636,22,0.17,84824,"Car",0,"Master","Divorced","Professional","NO"
1285,"Male","65+","Caucasian","Suburban",62805,583,37,0.62,15904,"Business",0,"High_School","Married","Service","NO"
1286,"Female","26-35","Caucasian","Urban_Center",60538,733,40,0.19,45843,"Home",0,"Master","Married","Professional","YES"
1287,"Male","65+","Caucasian","Rural",68587,608,32,0.77,27217,"Education",0,"Master","Married","Manual","YES"
1288,"Male","36-50","Caucasian","Urban_Center",41624,629,5,0.71,40364,"Car",0,"Master","Married","Service","NO"
1289,"Female","18-25","Hispanic","Low_Income_Area",80024,515,25,0.16,79685,"Home",0,"PhD","Married","Service","NO"
1290,"Male","36-50","Caucasian","Urban_Center",79388,685,10,0.37,96415,"Personal",0,"Master","Married","Manual","YES"
1291,"Male","36-50","Caucasian","Suburban",58037,717,26,0.64,37169,"Car",0,"Bachelor","Married","Manual","NO"
1292,"Male","36-50","Hispanic","Rural",66187,522,18,0.28,86313,"Education",0,"High_School","Married","Manual","YES"
1293,"Female","36-50","Caucasian","Rural",54899,795,36,0.33,35408,"Home",1,"Bachelor","Divorced","Professional","YES"
1294,"Male","36-50","Caucasian","Urban_Center",78798,557,28,0.39,67941,"Home",0,"Bachelor","Married","Professional","YES"
1295,"Female","36-50","Caucasian","Suburban",31824,696,35,0.65,17507,"Car",0,"Master","Married","Service","YES"
1296,"Female","36-50","Other","Suburban",60555,667,18,0.1,84117,"Home",0,"Bachelor","Single","Service","NO"
1297,"Male","18-25","Caucasian","Urban_Center",77468,563,24,0.77,46869,"Car",0,"Master","Married","Service","YES"
1298,"Male","36-50","Caucasian","Suburban",98747,595,13,0.13,83401,"Home",0,"PhD","Single","Manual","YES"
1299,"Male","26-35","African_American","Suburban",46830,745,39,0.22,83904,"Business",0,"High_School","Single","Manual","YES"
1300,"Male","65+","Hispanic","Suburban",42628,643,25,0.77,22955,"Business",0,"High_School","Married","Manual","YES"
1301,"Female","36-50","African_American","Rural",62836,634,6,0.11,79279,"Home",1,"Bachelor","Single","Manual","NO"
1302,"Female","26-35","Asian","Suburban",63850,743,33,0.25,88424,"Home",1,"PhD","Widowed","Unemployed","YES"
1303,"Male","26-35","Caucasian","Rural",80161,688,4,0.37,78613,"Car",1,"PhD","Single","Professional","YES"
1304,"Male","51-65","Caucasian","Low_Income_Area",62712,626,30,0.76,83488,"Home",2,"High_School","Divorced","Professional","NO"
1305,"Male","65+","Asian","Rural",53520,669,40,0.63,69133,"Personal",0,"Bachelor","Married","Manual","NO"
1306,"Male","26-35","Caucasian","Suburban",102799,517,7,0.2,98157,"Business",1,"Bachelor","Married","Manual","NO"
1307,"Female","51-65","Asian","Urban_Center",58417,676,9,0.68,16106,"Business",0,"PhD","Single","Professional","YES"
1308,"Female",NA,"Caucasian","Suburban",82618,850,40,0.65,84126,"Home",0,"Bachelor","Married","Professional","YES"
1309,"Male",NA,"African_American","Suburban",79888,628,38,0.58,62401,"Business",0,"Bachelor","Married","Professional","NO"
1310,"Female","26-35","Caucasian","Suburban",56205,594,8,0.72,82929,"Business",1,"Bachelor","Divorced","Professional","NO"
1311,"Female","36-50","Caucasian","Urban_Center",98249,787,32,0.41,30782,"Personal",0,"PhD","Single","Professional","YES"
1312,"Female","18-25","Caucasian","Rural",41884,733,30,0.32,12854,"Education",0,"Master","Married","Professional","NO"
1313,"Male","36-50","Caucasian","Urban_Center",46245,792,13,0.8,45516,"Education",0,"Master","Single","Professional","YES"
1314,"Female","18-25","Caucasian","Urban_Center",88342,709,10,0.73,83547,"Car",0,"High_School","Single","Service","NO"
1315,"Male","26-35","African_American","Urban_Center",33851,691,20,0.68,88490,"Business",0,"Bachelor","Single","Manual","NO"
1316,"Female","36-50","Caucasian","Urban_Center",77747,719,26,0.53,55683,"Personal",0,"Master","Single","Service","YES"
1317,"Male","18-25","African_American","Suburban",68949,564,14,0.35,55531,"Home",0,"High_School","Widowed","Manual","NO"
1318,"Female","36-50","African_American","Rural",79789,677,9,0.69,42692,"Home",0,"Master","Divorced","Service","NO"
1319,"Male","36-50","Caucasian","Rural",80629,694,22,0.5,66987,"Home",0,"Master","Married","Professional","YES"
1320,"Female","51-65","Caucasian","Suburban",51689,837,29,0.7,77998,"Home",0,"Bachelor","Single","Professional","NO"
1321,"Male","18-25","African_American","Suburban",51312,736,12,0.65,69235,"Home",0,"High_School","Single","Professional","NO"
1322,"Female","26-35","Hispanic","Urban_Center",81286,814,29,0.49,87903,"Education",1,"High_School","Married","Manual","NO"
1323,"Male","26-35","Caucasian","Suburban",82768,656,6,0.57,71770,"Home",0,"Master","Married","Service","YES"
1324,"Female","36-50","Caucasian","Suburban",42727,566,29,0.33,75848,"Personal",0,"Master","Divorced","Manual","YES"
1325,"Non-binary","51-65","Asian","Urban_Center",40362,569,30,0.44,18444,"Home",0,"PhD","Single","Professional","YES"
1326,"Female","26-35","Caucasian","Suburban",43507,521,27,0.14,32375,"Education",0,"High_School","Divorced","Professional","NO"
1327,"Female","36-50","Caucasian","Urban_Center",64704,470,15,0.5,66710,"Business",0,"High_School","Married","Service","NO"
1328,"Female","18-25","Caucasian","Urban_Center",64579,612,10,0.21,69335,"Home",0,"Master","Single","Professional","YES"
1329,"Female","36-50","Caucasian","Rural",111552,602,17,0.58,80915,"Home",0,"Master","Divorced","Professional","NO"
1330,"Male","26-35","Caucasian","Suburban",75752,792,31,0.52,51209,"Home",1,"Master","Married","Professional","YES"
1331,"Male","26-35","Caucasian","Rural",61981,487,15,0.29,20762,"Home",0,"PhD","Married","Manual","YES"
